zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
early,3,2,1,low,corner,50,271,0,27,95,look_for_refresh
mid,9,2,0,mid,corner,371,138,1,32,453,drop_low
late,13,2,1,high,center,381,180,0,93,314,take_height
mid,8,2,1,low,center,448,288,0,33,204,drop_low
mid,8,1,1,high,corner,425,147,0,5,222,stick_deadside
mid,9,3,2,low,center,132,247,1,9,589,drop_low
mid,7,4,3,mid,edge,206,74,0,13,587,drop_low
mid,7,1,1,mid,corner,159,97,0,97,201,stick_deadside
mid,6,1,1,mid,corner,386,100,1,94,222,stick_deadside
late,13,1,0,high,edge,249,84,1,89,550,drop_low
early,2,4,3,low,corner,322,60,0,6,430,play_frontside
mid,6,1,0,mid,edge,287,150,0,74,234,drop_low
late,14,3,1,mid,center,331,179,0,36,121,drop_low
late,15,2,1,high,corner,434,56,1,50,561,take_height
mid,7,2,2,low,corner,52,246,0,61,34,look_for_refresh
mid,6,1,0,high,corner,43,235,1,48,130,stick_deadside
mid,9,1,0,mid,corner,123,89,0,83,379,stick_deadside
early,3,3,2,low,corner,11,270,0,11,568,play_frontside
mid,7,4,2,mid,center,247,365,0,17,135,stabilize_box
mid,10,2,0,low,corner,256,271,0,2,36,drop_low
mid,9,2,2,mid,center,68,352,0,7,168,stabilize_box
early,2,5,4,high,center,45,298,0,57,206,take_height
late,13,1,0,mid,corner,241,172,0,31,475,stick_deadside
late,15,1,0,mid,corner,17,219,0,59,596,stick_deadside
mid,9,4,2,mid,corner,170,135,0,95,75,drop_low
mid,6,3,3,low,corner,298,93,0,46,90,drop_low
mid,6,1,1,low,edge,461,141,0,81,325,drop_low
late,14,3,2,mid,corner,27,153,1,79,272,look_for_refresh
mid,6,2,1,low,edge,73,75,0,7,75,look_for_refresh
early,3,4,3,low,center,70,384,1,94,137,play_frontside
late,15,2,1,mid,center,92,169,1,14,261,look_for_refresh
late,11,2,1,low,center,19,164,0,95,212,look_for_refresh
late,13,3,1,low,edge,443,170,0,9,555,drop_low
mid,9,2,1,mid,corner,115,170,0,9,586,drop_low
mid,8,2,0,low,corner,242,198,1,2,485,drop_low
mid,10,3,1,high,center,231,159,1,86,544,take_height
late,15,2,0,high,corner,287,98,1,16,216,drop_low
late,11,2,1,mid,center,48,107,1,2,364,look_for_refresh
early,2,4,4,low,center,367,189,0,79,67,play_frontside
early,2,4,4,high,center,330,136,1,70,231,take_height
mid,9,2,1,high,center,295,183,1,23,383,take_height
late,13,2,1,high,center,142,333,0,28,235,take_height
late,13,2,1,low,edge,252,182,1,43,154,drop_low
early,5,2,0,mid,edge,376,81,1,63,12,drop_low
mid,6,4,4,high,center,291,203,0,17,37,take_height
mid,8,3,3,mid,center,129,310,0,36,313,stabilize_box
late,12,2,2,mid,edge,72,85,0,19,12,look_for_refresh
late,13,1,1,mid,center,183,378,0,5,174,stabilize_box
late,11,3,1,mid,center,40,265,0,23,225,stabilize_box
mid,9,2,1,low,edge,240,128,0,19,155,drop_low
mid,10,4,2,mid,center,178,101,0,1,519,drop_low
mid,10,2,1,low,corner,149,217,0,27,236,drop_low
early,2,5,4,mid,edge,282,85,0,43,38,play_frontside
late,12,3,3,low,corner,155,174,0,25,298,drop_low
late,13,1,1,mid,edge,203,174,1,54,244,drop_low
late,12,1,0,low,edge,378,95,0,6,123,drop_low
late,13,2,1,mid,edge,481,24,0,100,492,drop_low
mid,7,4,4,high,corner,357,107,1,81,298,take_height
late,14,2,2,low,center,253,191,0,76,41,drop_low
late,15,1,1,low,center,304,260,0,25,265,drop_low
late,14,1,1,low,corner,83,283,0,74,108,stick_deadside
early,3,5,5,high,corner,376,233,1,46,226,take_height
mid,9,4,2,mid,center,426,202,0,59,174,stabilize_box
early,3,2,0,mid,center,481,231,0,55,105,stabilize_box
late,12,2,0,low,corner,468,150,0,24,338,drop_low
mid,9,4,4,mid,center,145,388,0,75,121,stabilize_box
early,4,5,4,high,edge,100,55,0,24,187,take_height
mid,7,2,1,high,edge,35,162,1,3,528,take_height
mid,8,2,2,mid,edge,85,156,1,40,544,look_for_refresh
mid,10,3,1,low,center,44,291,0,20,424,look_for_refresh
early,2,3,2,low,edge,322,25,0,87,346,play_frontside
mid,10,2,2,low,edge,216,91,0,69,95,drop_low
mid,9,1,0,low,corner,286,282,1,100,106,stick_deadside
late,12,2,0,low,corner,174,257,0,77,508,drop_low
mid,8,1,0,low,center,133,220,0,100,326,drop_low
late,12,2,0,mid,center,231,315,0,70,291,stabilize_box
mid,6,4,2,high,center,398,273,1,66,331,take_height
mid,7,3,1,mid,center,282,123,0,93,444,drop_low
late,11,2,0,high,edge,391,53,1,69,549,drop_low
mid,7,2,0,mid,center,483,198,1,79,534,drop_low
early,2,5,3,low,corner,363,63,0,8,598,play_frontside
early,1,4,2,mid,edge,106,190,0,98,316,play_frontside
late,12,3,3,low,corner,91,73,0,55,42,look_for_refresh
mid,6,3,2,mid,edge,34,26,0,37,279,look_for_refresh
mid,8,1,1,low,corner,370,209,0,90,160,stick_deadside
early,2,2,1,high,edge,70,130,0,73,240,take_height
early,5,5,5,low,corner,103,251,0,72,156,play_frontside
early,4,5,4,low,corner,302,229,0,14,410,play_frontside
mid,6,4,3,high,corner,477,114,1,48,222,take_height
mid,10,1,0,low,edge,374,174,0,89,337,drop_low
mid,7,3,3,mid,edge,459,73,1,98,285,drop_low
mid,10,1,0,mid,center,255,203,0,67,386,stabilize_box
late,14,3,1,high,edge,150,53,1,32,358,take_height
mid,9,4,3,high,center,386,261,1,36,422,take_height
mid,6,3,3,high,center,262,314,0,5,268,take_height
late,14,1,1,low,edge,305,74,0,79,91,drop_low
mid,9,1,0,high,corner,179,141,1,92,296,stick_deadside
mid,9,4,3,mid,center,349,317,0,18,357,stabilize_box
late,13,3,3,mid,edge,335,81,0,11,308,drop_low
late,12,1,0,low,edge,468,144,0,74,318,drop_low
early,5,2,0,mid,edge,247,80,0,4,317,drop_low
late,15,3,1,high,edge,418,63,0,20,302,take_height
mid,8,3,3,high,corner,179,59,0,5,233,take_height
mid,7,2,1,mid,edge,403,144,0,63,584,drop_low
mid,6,3,1,low,center,360,345,0,54,413,drop_low
late,13,2,0,mid,edge,308,22,1,65,50,drop_low
mid,6,2,2,high,center,205,290,1,77,361,take_height
mid,8,1,0,mid,center,393,273,1,86,514,stabilize_box
mid,7,3,3,mid,center,354,180,1,13,502,drop_low
early,4,2,0,low,corner,165,64,0,79,66,drop_low
early,4,4,2,mid,corner,417,119,1,73,486,play_frontside
early,3,4,4,mid,edge,108,139,0,3,215,play_frontside
early,5,4,4,high,edge,306,162,1,2,138,take_height
early,1,3,2,mid,corner,326,93,0,12,384,play_frontside
early,4,5,3,low,edge,389,160,0,88,479,play_frontside
mid,9,4,3,mid,center,142,197,0,82,2,drop_low
early,1,4,3,low,center,362,104,0,56,509,play_frontside
mid,7,3,3,high,corner,148,135,1,58,142,take_height
late,15,3,1,mid,edge,273,155,0,100,28,drop_low
mid,7,4,4,mid,edge,158,53,0,89,257,drop_low
mid,8,3,1,mid,center,489,338,0,52,85,stabilize_box
early,2,3,3,mid,center,457,379,0,15,243,play_frontside
early,1,3,1,mid,corner,270,55,1,1,206,play_frontside
early,4,3,2,mid,center,43,309,0,72,438,play_frontside
early,2,4,2,low,corner,18,75,0,71,271,play_frontside
mid,6,2,0,low,corner,303,196,0,99,560,drop_low
early,3,2,2,low,center,52,280,0,45,479,look_for_refresh
early,1,2,0,mid,edge,105,142,0,16,558,drop_low
early,5,3,1,low,center,403,292,0,17,177,play_frontside
mid,7,3,1,mid,corner,21,118,0,30,420,look_for_refresh
early,1,3,1,high,center,364,210,0,37,475,take_height
mid,6,2,1,high,edge,496,188,1,18,387,take_height
mid,10,4,4,mid,edge,411,38,0,100,254,drop_low
mid,6,1,0,mid,edge,480,127,1,76,246,drop_low
early,5,3,3,low,center,149,235,0,92,390,play_frontside
late,11,3,2,mid,edge,296,164,0,11,382,drop_low
mid,9,4,3,high,corner,276,189,1,60,475,take_height
early,5,3,1,low,corner,363,262,0,59,534,play_frontside
late,14,3,3,mid,center,292,341,0,70,534,stabilize_box
late,12,1,1,high,center,30,130,1,26,347,drop_low
early,3,4,4,high,edge,393,152,1,80,199,take_height
mid,6,4,3,low,edge,467,92,0,38,231,drop_low
late,11,3,2,mid,corner,278,203,0,9,434,stabilize_box
mid,6,1,0,low,corner,259,209,0,82,332,stick_deadside
early,5,4,4,low,center,54,397,0,97,336,play_frontside
early,2,3,3,high,corner,184,181,1,83,230,take_height
mid,8,2,1,high,center,290,220,1,73,234,take_height
mid,6,4,2,high,edge,86,103,1,46,369,take_height
mid,8,3,1,low,edge,242,116,0,44,157,drop_low
mid,10,1,0,high,center,329,372,1,42,539,drop_low
mid,7,4,3,mid,edge,207,146,0,73,202,drop_low
mid,9,2,2,low,center,364,346,0,69,89,drop_low
early,1,2,0,mid,corner,264,168,0,23,315,drop_low
mid,8,4,2,low,center,165,144,0,34,170,drop_low
mid,7,1,1,high,center,413,390,0,22,437,drop_low
late,14,1,0,mid,edge,477,115,0,69,294,drop_low
mid,9,3,2,low,corner,434,212,0,65,345,drop_low
mid,10,4,2,low,center,13,345,0,26,363,look_for_refresh
early,1,3,3,low,center,93,339,0,82,180,play_frontside
mid,9,2,1,low,edge,206,154,0,55,508,drop_low
mid,9,1,0,mid,center,223,301,0,90,489,stabilize_box
early,2,2,2,high,edge,289,176,0,15,300,take_height
mid,7,1,1,low,edge,154,44,0,66,535,drop_low
mid,6,4,4,low,corner,398,213,0,53,326,drop_low
early,1,5,5,mid,center,66,155,0,79,77,play_frontside
mid,6,1,0,high,edge,163,174,1,11,223,drop_low
early,3,4,2,low,center,109,195,0,58,188,play_frontside
mid,10,3,2,low,edge,209,101,0,84,478,drop_low
early,2,2,1,mid,corner,466,237,0,42,23,stabilize_box
late,11,2,2,low,corner,410,64,0,81,37,drop_low
mid,7,4,4,low,edge,449,138,0,69,18,drop_low
mid,7,3,2,mid,edge,17,113,0,33,553,look_for_refresh
late,13,1,0,mid,edge,457,156,1,44,338,drop_low
mid,8,1,0,mid,center,462,310,0,89,72,stabilize_box
early,2,5,3,mid,edge,19,62,0,7,518,play_frontside
mid,8,2,2,mid,edge,443,44,1,98,445,drop_low
mid,8,2,1,low,edge,133,113,1,79,478,drop_low
mid,7,4,3,mid,center,448,230,0,52,456,stabilize_box
mid,9,3,2,low,center,279,314,0,13,119,drop_low
early,4,2,0,low,edge,356,128,0,32,448,drop_low
mid,6,4,3,mid,center,36,222,0,39,367,stabilize_box
mid,7,1,0,high,center,14,291,1,78,368,drop_low
mid,10,4,2,high,center,344,247,1,63,477,take_height
mid,7,2,2,mid,center,421,127,1,20,581,drop_low
mid,6,1,1,low,center,142,223,1,16,77,drop_low
late,12,2,0,low,corner,351,212,0,30,276,drop_low
mid,6,3,2,high,edge,149,47,1,19,92,take_height
early,4,4,4,mid,center,499,285,0,86,368,play_frontside
early,4,3,3,mid,center,273,138,0,74,530,play_frontside
early,3,3,3,high,corner,324,288,0,72,493,take_height
early,1,2,0,mid,corner,458,223,1,93,480,stabilize_box
early,5,5,5,high,corner,236,146,0,78,323,take_height
early,1,2,1,low,edge,69,24,0,75,547,look_for_refresh
mid,6,3,1,mid,corner,89,168,0,30,102,look_for_refresh
early,2,5,3,high,edge,64,57,1,97,271,take_height
late,14,3,3,low,corner,103,254,0,34,307,drop_low
early,5,5,4,mid,corner,436,251,0,39,387,play_frontside
mid,7,4,2,low,corner,50,102,0,49,277,look_for_refresh
mid,8,3,3,high,corner,19,158,0,5,259,take_height
late,14,3,2,low,edge,235,185,0,43,547,drop_low
early,2,3,2,mid,edge,125,96,0,47,520,play_frontside
mid,8,2,0,low,center,468,108,0,59,432,drop_low
late,14,3,3,mid,corner,349,186,0,69,310,drop_low
late,15,2,1,low,corner,116,87,0,17,459,drop_low
late,14,3,1,low,center,16,238,0,19,386,look_for_refresh
mid,9,3,1,mid,edge,30,92,1,46,200,look_for_refresh
early,1,2,0,high,corner,261,182,1,56,531,drop_low
mid,10,2,0,low,edge,340,198,0,26,402,drop_low
late,12,2,0,low,center,110,166,0,66,85,drop_low
mid,6,3,2,high,corner,224,59,0,14,22,take_height
mid,10,2,0,mid,center,53,161,1,52,235,look_for_refresh
mid,8,3,3,high,corner,232,71,0,92,390,take_height
late,14,1,1,low,edge,219,108,0,4,129,drop_low
early,2,2,1,mid,corner,353,266,0,3,393,stabilize_box
mid,7,4,2,low,edge,223,188,0,79,564,drop_low
mid,10,4,2,low,corner,302,197,0,22,464,drop_low
mid,8,1,0,mid,edge,248,144,0,50,541,drop_low
early,2,4,2,mid,corner,437,70,0,64,29,play_frontside
early,4,5,3,high,edge,74,171,1,83,133,take_height
mid,8,4,4,low,edge,263,130,0,98,534,drop_low
mid,10,3,1,mid,edge,379,164,1,10,82,drop_low
mid,8,3,2,mid,center,15,272,0,56,580,stabilize_box
early,5,4,4,high,edge,303,107,0,98,552,take_height
mid,9,3,2,low,center,230,258,0,16,91,drop_low
mid,9,1,0,low,corner,436,246,0,37,76,stick_deadside
early,3,4,2,mid,center,322,347,0,100,235,play_frontside
mid,8,4,2,mid,corner,212,94,0,55,488,drop_low
early,2,2,2,low,edge,473,83,0,22,434,drop_low
early,1,3,2,high,corner,79,185,1,32,429,take_height
late,13,3,2,low,center,74,165,0,44,90,look_for_refresh
mid,10,3,1,high,center,261,384,0,81,447,take_height
late,15,2,1,low,center,192,256,1,73,577,drop_low
mid,7,1,0,mid,center,121,142,1,52,155,drop_low
mid,7,3,2,high,corner,261,192,1,33,447,take_height
late,11,2,1,low,center,300,220,0,97,139,drop_low
mid,7,4,3,high,corner,289,289,1,2,231,take_height
mid,8,4,4,mid,edge,303,113,0,14,42,drop_low
mid,7,2,1,high,edge,12,78,0,61,236,take_height
mid,8,4,3,mid,edge,188,172,1,97,469,drop_low
late,13,2,2,low,corner,198,182,1,65,598,drop_low
late,11,2,0,low,corner,177,175,0,86,348,drop_low
late,15,2,0,low,corner,63,203,0,30,198,look_for_refresh
early,5,2,2,low,corner,75,264,0,27,345,look_for_refresh
mid,9,1,1,low,corner,124,257,0,64,62,stick_deadside
late,11,2,0,low,center,325,261,0,33,388,drop_low
early,5,4,3,mid,corner,280,172,1,53,34,play_frontside
early,2,3,2,high,center,223,146,0,80,282,take_height
mid,9,4,4,low,edge,439,93,0,10,231,drop_low
mid,7,4,3,low,center,119,383,0,27,373,drop_low
late,12,3,3,mid,center,192,273,0,37,411,stabilize_box
early,4,2,0,low,center,269,361,0,2,213,drop_low
late,11,1,0,low,center,33,329,0,94,277,look_for_refresh
early,2,2,0,low,corner,348,70,0,43,566,drop_low
early,3,3,2,high,center,103,217,1,83,221,take_height
early,1,2,1,high,center,265,152,0,19,575,take_height
late,14,1,0,mid,edge,223,42,1,99,554,drop_low
mid,9,1,1,mid,edge,368,179,0,11,110,drop_low
mid,7,1,0,mid,center,49,110,1,52,197,look_for_refresh
mid,8,1,1,mid,center,292,359,0,32,384,stabilize_box
late,12,2,2,mid,corner,472,231,0,80,453,stabilize_box
mid,10,2,0,mid,edge,445,62,1,81,452,drop_low
late,14,1,0,low,center,46,242,0,29,107,look_for_refresh
mid,7,3,3,low,corner,266,88,1,84,5,drop_low
mid,10,3,3,mid,corner,213,284,0,36,144,stabilize_box
mid,9,2,2,high,corner,402,290,1,47,137,take_height
mid,6,3,1,mid,edge,220,130,1,88,441,drop_low
mid,7,4,4,high,corner,411,265,1,43,166,take_height
mid,9,3,1,high,center,132,338,0,52,65,take_height
early,2,2,2,low,center,304,208,0,53,415,drop_low
late,12,3,1,mid,center,468,362,1,68,439,stabilize_box
mid,8,1,1,mid,edge,468,47,1,5,380,drop_low
mid,7,3,2,high,edge,295,49,0,83,128,take_height
late,11,3,2,high,center,285,271,0,48,197,take_height
mid,7,3,1,mid,corner,253,76,0,24,594,drop_low
early,5,5,3,low,center,259,221,0,1,496,play_frontside
late,11,2,1,high,center,152,399,1,99,596,take_height
mid,7,2,0,low,center,258,296,0,2,502,drop_low
mid,10,1,0,high,center,329,150,1,10,152,drop_low
early,5,4,3,high,corner,384,265,0,63,28,take_height
late,11,2,2,mid,center,418,129,0,59,60,drop_low
mid,8,4,2,mid,corner,442,64,1,6,94,drop_low
mid,9,4,2,mid,edge,76,34,1,84,114,look_for_refresh
late,11,1,1,mid,corner,131,167,0,83,124,stick_deadside
late,12,1,1,low,edge,244,117,0,48,551,drop_low
early,1,5,3,high,corner,291,68,1,36,257,take_height
mid,8,4,2,high,center,438,211,0,48,13,take_height
early,3,4,4,high,edge,229,186,1,29,194,take_height
mid,8,1,0,low,corner,135,104,0,41,554,stick_deadside
early,5,3,3,high,edge,271,105,1,88,185,take_height
mid,10,3,3,mid,center,247,337,0,73,35,stabilize_box
late,12,3,1,low,center,41,231,0,32,549,look_for_refresh
late,15,1,0,low,center,212,284,0,5,75,drop_low
mid,7,3,3,low,center,470,394,0,85,250,drop_low
late,13,1,0,high,center,282,307,0,17,20,drop_low
early,4,5,5,mid,center,183,349,1,24,247,play_frontside
late,15,3,2,mid,center,318,188,0,91,439,drop_low
early,2,2,1,low,center,247,135,0,82,434,drop_low
mid,10,2,2,mid,corner,365,109,0,86,166,drop_low
late,15,2,2,low,corner,487,269,0,6,303,drop_low
early,5,3,1,mid,corner,397,125,0,28,349,play_frontside
early,3,2,2,mid,corner,471,140,0,20,128,drop_low
mid,10,1,1,low,edge,119,118,0,80,349,drop_low
mid,9,1,0,high,edge,421,170,1,19,236,drop_low
mid,9,3,1,low,corner,80,263,1,8,374,look_for_refresh
mid,8,2,1,mid,edge,153,50,1,18,233,drop_low
mid,8,1,1,mid,center,215,173,0,37,594,drop_low
mid,8,1,1,mid,edge,366,73,1,61,64,drop_low
mid,10,2,1,low,edge,432,147,1,45,6,drop_low
early,4,3,3,low,edge,250,181,0,95,204,play_frontside
late,12,3,1,high,corner,100,280,0,38,508,take_height
mid,6,1,1,low,corner,167,149,0,2,599,stick_deadside
mid,10,2,0,high,corner,216,200,1,55,157,drop_low
mid,7,4,4,high,edge,66,68,1,96,387,take_height
late,14,1,0,low,corner,65,269,1,15,220,stick_deadside
early,3,3,1,low,edge,176,191,0,59,210,play_frontside
mid,10,1,0,mid,corner,136,142,0,75,108,stick_deadside
mid,7,3,2,high,edge,435,75,0,5,509,take_height
mid,9,2,0,high,corner,27,216,1,93,148,drop_low
early,4,3,2,mid,corner,84,121,1,84,58,play_frontside
late,15,1,1,high,corner,287,141,1,20,244,stick_deadside
late,14,2,1,low,center,397,253,0,82,57,drop_low
mid,8,2,2,high,corner,268,60,1,12,71,take_height
mid,8,1,0,high,edge,454,55,1,57,497,drop_low
late,14,1,0,low,corner,33,278,0,81,260,stick_deadside
mid,8,3,2,low,center,471,255,0,68,554,drop_low
early,4,5,5,low,edge,317,196,0,19,358,play_frontside
mid,9,2,1,low,corner,76,211,0,87,34,look_for_refresh
mid,7,4,2,high,edge,132,188,0,27,484,take_height
mid,10,3,1,mid,edge,296,76,1,53,353,drop_low
mid,9,1,1,low,corner,62,228,0,42,429,stick_deadside
late,14,2,2,low,corner,454,193,0,45,142,drop_low
late,12,2,0,high,center,130,251,1,78,436,drop_low
mid,8,1,0,mid,edge,195,90,0,68,254,drop_low
early,2,4,4,mid,center,428,255,0,68,316,play_frontside
late,14,1,0,low,center,296,201,0,24,298,drop_low
late,11,3,2,high,edge,450,22,0,87,167,take_height
early,4,2,2,high,corner,253,149,1,36,351,take_height
late,14,2,2,low,edge,85,192,0,75,42,look_for_refresh
late,13,3,3,low,edge,403,39,0,97,402,drop_low
mid,7,2,0,low,center,93,368,0,5,391,look_for_refresh
mid,7,4,3,low,edge,411,183,0,27,388,drop_low
mid,6,4,4,mid,edge,373,79,0,37,96,drop_low
early,3,2,1,high,corner,321,200,1,27,458,take_height
mid,7,4,2,mid,center,301,251,0,95,178,stabilize_box
late,13,2,0,high,center,316,275,0,76,287,drop_low
early,1,3,3,mid,corner,454,195,1,47,479,play_frontside
mid,7,2,2,mid,edge,156,50,1,64,558,drop_low
mid,8,1,1,mid,corner,346,150,0,6,438,stick_deadside
mid,6,1,1,low,center,369,237,0,76,558,drop_low
late,15,1,0,mid,center,390,349,0,56,225,stabilize_box
mid,9,1,1,mid,corner,404,67,1,14,5,stick_deadside
mid,7,3,2,low,edge,14,20,0,22,110,look_for_refresh
mid,9,3,1,mid,edge,110,102,0,55,243,drop_low
mid,7,2,0,mid,center,438,164,1,75,151,drop_low
early,2,2,1,high,corner,109,273,1,52,519,take_height
mid,8,2,1,mid,corner,182,191,1,56,314,drop_low
early,4,2,2,high,center,441,346,0,77,277,take_height
early,4,2,2,mid,corner,117,159,1,6,159,drop_low
mid,10,1,1,high,center,279,382,1,20,155,drop_low
mid,9,1,0,mid,edge,382,61,0,54,394,drop_low
late,14,2,1,high,center,37,272,1,2,72,take_height
mid,8,4,3,mid,edge,254,44,0,75,562,drop_low
mid,7,3,2,mid,center,274,389,0,72,101,stabilize_box
mid,10,4,3,mid,center,324,285,0,30,168,stabilize_box
early,4,5,5,mid,edge,47,54,0,91,578,play_frontside
mid,10,2,2,low,center,102,161,0,54,242,drop_low
early,1,3,2,low,edge,162,29,0,4,116,play_frontside
late,15,1,1,low,corner,337,192,1,71,272,stick_deadside
early,1,4,2,high,corner,57,69,0,47,305,take_height
mid,9,4,4,low,edge,412,170,0,88,38,drop_low
early,5,2,0,low,center,139,110,0,96,526,drop_low
late,13,3,1,mid,edge,15,143,0,19,85,look_for_refresh
mid,9,1,0,low,edge,423,83,0,42,244,drop_low
mid,7,2,1,mid,corner,70,207,0,99,149,stabilize_box
early,2,3,3,low,center,267,324,0,42,319,play_frontside
mid,7,3,2,high,center,444,363,0,51,298,take_height
early,3,5,3,high,center,348,374,1,3,71,take_height
late,13,1,0,high,edge,278,105,1,82,597,drop_low
early,3,4,4,mid,corner,314,267,1,37,277,play_frontside
early,5,2,0,high,center,254,198,0,22,113,drop_low
early,3,5,4,low,edge,17,120,0,33,575,play_frontside
mid,9,4,4,low,corner,274,268,0,98,89,drop_low
mid,6,2,2,low,edge,160,109,0,49,77,drop_low
early,3,5,5,mid,center,494,363,0,87,119,play_frontside
late,13,1,0,mid,edge,209,112,1,54,283,drop_low
mid,6,2,0,mid,corner,338,215,1,62,229,stabilize_box
mid,6,3,2,low,corner,409,252,0,35,136,drop_low
mid,7,4,4,mid,center,409,327,1,29,414,stabilize_box
mid,9,3,1,mid,corner,277,96,0,66,123,drop_low
mid,8,4,4,mid,edge,226,138,0,50,30,drop_low
early,3,3,2,mid,corner,386,299,0,14,18,play_frontside
early,3,3,3,low,edge,404,161,0,48,23,play_frontside
late,12,3,2,high,center,347,122,0,44,38,take_height
late,15,2,2,mid,center,406,291,0,72,248,stabilize_box
mid,9,3,3,low,corner,428,188,0,1,361,drop_low
mid,6,3,3,low,center,219,153,0,28,542,drop_low
mid,10,2,1,mid,center,372,191,1,3,119,drop_low
mid,6,3,2,high,corner,487,250,0,71,460,take_height
early,2,4,3,mid,edge,180,113,1,98,74,play_frontside
early,1,5,4,low,corner,110,200,0,48,583,play_frontside
mid,8,2,1,high,center,423,200,1,32,273,take_height
mid,10,4,2,mid,center,69,229,0,9,480,stabilize_box
early,3,5,5,mid,corner,332,162,0,99,325,play_frontside
early,1,5,4,mid,edge,38,141,0,57,362,play_frontside
early,3,4,2,low,center,162,134,0,83,141,play_frontside
mid,9,2,0,mid,corner,75,153,0,46,7,look_for_refresh
early,3,2,2,mid,center,248,253,0,58,501,stabilize_box
early,3,5,5,high,center,14,163,0,56,68,take_height
late,14,2,2,mid,center,133,346,1,15,467,stabilize_box
early,4,5,4,mid,center,104,155,0,95,430,play_frontside
mid,9,1,1,mid,corner,14,208,0,61,547,stick_deadside
early,5,4,4,high,corner,94,251,1,16,29,take_height
early,4,2,2,high,edge,249,79,0,46,356,take_height
early,4,4,2,mid,corner,58,128,0,71,34,play_frontside
mid,9,1,0,mid,edge,35,52,0,35,260,look_for_refresh
late,13,3,3,mid,corner,336,231,0,93,313,stabilize_box
late,12,2,0,mid,edge,423,171,0,66,341,drop_low
mid,10,4,3,low,center,107,314,0,57,450,drop_low
mid,9,1,1,mid,center,421,322,0,34,404,stabilize_box
early,2,4,2,low,corner,391,243,0,99,6,play_frontside
mid,10,2,1,high,corner,279,174,1,31,541,take_height
