zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
mid,10,2,0,low,center,450,115,0,66,514,drop_low
late,13,3,1,low,edge,197,69,1,75,541,drop_low
late,14,1,0,low,edge,149,103,0,33,573,drop_low
mid,8,1,0,high,center,18,246,1,82,455,drop_low
mid,7,3,2,high,center,243,257,1,85,144,take_height
mid,8,3,3,mid,corner,101,201,0,59,192,stabilize_box
late,11,2,1,mid,edge,86,193,1,95,353,look_for_refresh
mid,9,2,1,low,center,349,289,0,26,299,drop_low
mid,6,2,1,mid,corner,253,79,1,94,460,drop_low
mid,6,2,1,high,center,342,244,0,21,427,take_height
mid,9,3,1,high,corner,164,100,1,49,31,take_height
early,5,4,4,mid,edge,227,101,1,80,332,play_frontside
mid,9,2,1,high,corner,456,278,1,71,411,take_height
mid,9,2,1,low,center,486,265,0,86,52,drop_low
late,12,1,1,high,corner,294,153,1,71,384,stick_deadside
early,1,5,3,low,edge,159,43,1,66,243,play_frontside
mid,6,1,0,mid,edge,338,136,1,37,417,drop_low
mid,8,2,0,mid,center,97,266,1,14,475,stabilize_box
mid,7,3,2,mid,center,115,296,0,72,392,stabilize_box
early,4,3,2,low,edge,412,65,0,93,389,play_frontside
mid,10,1,1,high,corner,303,188,1,7,573,stick_deadside
mid,8,4,4,low,corner,104,249,0,38,469,drop_low
mid,7,2,0,mid,corner,262,150,1,45,408,drop_low
mid,9,2,1,low,edge,48,178,0,22,519,look_for_refresh
mid,7,3,1,low,center,408,176,0,44,189,drop_low
late,11,3,3,mid,edge,264,35,0,81,595,drop_low
mid,7,4,4,mid,center,63,295,1,80,351,stabilize_box
late,14,1,1,low,corner,425,97,0,97,283,stick_deadside
mid,7,4,4,low,corner,252,176,0,35,157,drop_low
early,2,5,5,mid,corner,119,95,0,60,599,play_frontside
early,1,2,0,high,center,263,135,1,96,148,drop_low
mid,8,1,0,high,corner,121,56,0,3,70,stick_deadside
late,12,1,1,low,corner,183,281,0,67,370,stick_deadside
mid,10,1,0,mid,edge,198,91,0,72,588,drop_low
late,13,2,1,low,edge,230,38,0,95,515,drop_low
mid,7,3,2,low,corner,258,131,0,55,234,drop_low
mid,7,2,1,mid,corner,61,137,0,9,467,look_for_refresh
early,4,5,4,mid,corner,171,183,0,69,557,play_frontside
mid,7,3,3,low,center,466,273,0,28,287,drop_low
mid,9,2,0,low,edge,44,129,0,15,294,look_for_refresh
early,2,5,5,low,corner,463,117,0,91,481,play_frontside
early,2,2,1,high,corner,46,104,0,31,134,take_height
mid,9,2,1,high,edge,343,195,0,59,8,take_height
mid,6,1,0,low,center,326,111,1,82,28,drop_low
late,12,2,2,low,corner,120,167,0,54,520,drop_low
late,12,1,0,high,center,379,100,1,68,310,drop_low
mid,9,1,0,high,corner,186,236,0,85,541,stick_deadside
mid,8,2,1,mid,center,18,376,0,47,494,stabilize_box
mid,10,1,0,low,edge,284,75,0,42,34,drop_low
late,13,2,1,low,edge,480,179,0,23,7,drop_low
early,4,4,4,mid,center,130,138,0,86,40,play_frontside
mid,6,1,0,mid,edge,114,50,0,65,330,drop_low
late,12,3,2,low,center,165,285,0,89,62,drop_low
mid,9,2,2,mid,edge,345,158,0,54,86,drop_low
mid,10,1,0,low,center,35,338,0,92,116,look_for_refresh
mid,7,1,0,high,edge,431,87,1,11,577,drop_low
early,4,3,1,low,edge,305,55,1,63,297,play_frontside
mid,7,3,2,low,corner,34,69,0,22,379,look_for_refresh
mid,8,3,3,mid,edge,364,86,0,54,322,drop_low
early,4,2,2,mid,edge,383,70,0,89,395,drop_low
early,2,5,3,high,edge,78,176,1,85,357,take_height
late,15,1,0,mid,corner,336,140,0,36,562,stick_deadside
mid,10,1,1,low,edge,160,25,0,58,419,drop_low
mid,7,1,1,mid,edge,354,178,1,20,478,drop_low
mid,6,4,2,low,corner,74,149,0,16,336,look_for_refresh
late,15,1,0,high,edge,159,107,1,92,591,drop_low
mid,8,1,1,mid,corner,329,61,0,56,20,stick_deadside
mid,6,2,0,mid,corner,254,165,0,93,412,drop_low
late,12,3,3,low,center,461,326,0,50,549,drop_low
late,14,3,2,mid,center,67,183,0,90,259,look_for_refresh
early,3,5,3,high,center,165,175,0,66,357,take_height
late,11,1,0,high,corner,121,121,1,74,201,stick_deadside
mid,9,3,2,low,edge,132,24,0,13,411,drop_low
mid,8,3,3,low,corner,471,171,0,15,288,drop_low
early,3,4,4,high,corner,362,186,0,73,48,take_height
early,5,4,2,high,corner,461,265,1,27,558,take_height
mid,9,2,2,low,center,371,332,0,8,370,drop_low
mid,8,3,3,mid,edge,212,75,1,70,231,drop_low
mid,10,2,1,low,center,496,322,0,100,95,drop_low
mid,7,3,2,high,edge,489,75,1,50,303,take_height
late,13,2,1,low,corner,13,78,1,88,218,look_for_refresh
early,4,3,1,low,center,138,340,0,67,552,play_frontside
mid,8,4,3,high,center,35,127,1,26,387,take_height
early,5,4,3,low,center,298,291,0,36,91,play_frontside
late,13,2,2,mid,corner,474,106,0,21,58,drop_low
mid,6,3,2,mid,center,36,312,0,77,434,stabilize_box
late,11,2,0,low,center,51,120,0,52,522,look_for_refresh
early,1,5,4,mid,edge,462,139,0,11,483,play_frontside
early,1,5,3,mid,center,80,126,0,8,367,play_frontside
mid,6,1,1,low,corner,73,193,0,57,407,stick_deadside
